delta,local_std,local_stability,k_delta
1.3560000000e+00,3.4545277931e-16,3.4545277931e-16,1.3146608471e+01
1.3580000000e+00,2.7856322138e-16,2.7856322138e-16,1.3226079272e+01
1.3600000000e+00,2.4937928693e-16,2.4937928693e-16,1.3266946337e+01
1.3620000000e+00,2.4881698793e-16,2.4881698793e-16,1.3267779904e+01
1.3640000000e+00,1.9009852482e-16,1.9009852482e-16,1.3367178042e+01
1.3660000000e+00,1.9302328926e-16,1.9302328926e-16,1.3361539903e+01
1.3680000000e+00,1.8712805263e-16,1.8712805263e-16,1.3372993788e+01
1.3700000000e+00,1.8787507377e-16,1.8787507377e-16,1.3371522588e+01
1.3720000000e+00,1.9446917680e-16,1.9446917680e-16,1.3358784111e+01
1.3740000000e+00,1.9518810412e-16,1.9518810412e-16,1.3357421487e+01
1.3760000000e+00,1.8562499172e-16,1.8562499172e-16,1.3375971832e+01
1.3780000000e+00,2.1564427637e-16,2.1564427637e-16,1.3320617719e+01
1.3800000000e+00,2.0702824805e-16,2.0702824805e-16,1.3335674653e+01
1.3820000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
1.3840000000e+00,2.0154308069e-16,2.0154308069e-16,1.3345590307e+01
1.3860000000e+00,2.2267451996e-16,2.2267451996e-16,1.3308771198e+01
1.3880000000e+00,2.1886783741e-16,2.1886783741e-16,1.3315138543e+01
1.3900000000e+00,2.1758414401e-16,2.1758414401e-16,1.3317310741e+01
1.3920000000e+00,2.3070695759e-16,2.3070695759e-16,1.3295685337e+01
1.3940000000e+00,2.0971703924e-16,2.0971703924e-16,1.3330909622e+01
1.3960000000e+00,2.0498851113e-16,2.0498851113e-16,1.3339330905e+01
1.3980000000e+00,1.9661807272e-16,1.9661807272e-16,1.3354726042e+01
1.4000000000e+00,1.7232045163e-16,1.7232045163e-16,1.3403435366e+01
1.4020000000e+00,1.6569024092e-16,1.6569024092e-16,1.3417923949e+01
1.4040000000e+00,1.6569024092e-16,1.6569024092e-16,1.3417923949e+01
1.4060000000e+00,1.6820719880e-16,1.6820719880e-16,1.3412356652e+01
1.4080000000e+00,1.4397919844e-16,1.4397919844e-16,1.3469788272e+01
1.4100000000e+00,1.3597399555e-16,1.3597399555e-16,1.3490912392e+01
1.4120000000e+00,1.7474193499e-16,1.7474193499e-16,1.3398282436e+01
1.4140000000e+00,1.7068704556e-16,1.7068704556e-16,1.3406952324e+01
1.4160000000e+00,2.1171122394e-16,2.1171122394e-16,1.3327414855e+01
1.4180000000e+00,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
1.4200000000e+00,2.2826554541e-16,2.2826554541e-16,1.3299613883e+01
1.4220000000e+00,2.3905562948e-16,2.3905562948e-16,1.3282558564e+01
1.4240000000e+00,2.4484473985e-16,2.4484473985e-16,1.3273722682e+01
1.4260000000e+00,2.8698391558e-16,2.8698391558e-16,1.3215082013e+01
1.4280000000e+00,2.7654462071e-16,2.7654462071e-16,1.3228764915e+01
1.4300000000e+00,2.8844440296e-16,2.8844440296e-16,1.3213207533e+01
1.4320000000e+00,2.8892959153e-16,2.8892959153e-16,1.3212586912e+01
1.4340000000e+00,2.8354685848e-16,2.8354685848e-16,1.3219531257e+01
1.4360000000e+00,3.0450742617e-16,3.0450742617e-16,1.3193195674e+01
1.4380000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
1.4400000000e+00,2.6304640345e-16,2.6304640345e-16,1.3247243793e+01
1.4420000000e+00,2.4484473985e-16,2.4484473985e-16,1.3273722682e+01
1.4440000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
1.4460000000e+00,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
1.4480000000e+00,1.9156648890e-16,1.9156648890e-16,1.3364337452e+01
1.4500000000e+00,1.9156648890e-16,1.9156648890e-16,1.3364337452e+01
1.4520000000e+00,1.9156648890e-16,1.9156648890e-16,1.3364337452e+01
1.4540000000e+00,1.9156648890e-16,1.9156648890e-16,1.3364337452e+01
1.4560000000e+00,1.7554167343e-16,1.7554167343e-16,1.3396596263e+01
1.4580000000e+00,1.7554167343e-16,1.7554167343e-16,1.3396596263e+01
1.4600000000e+00,1.7554167343e-16,1.7554167343e-16,1.3396596263e+01
1.4620000000e+00,1.7948692274e-16,1.7948692274e-16,1.3388388926e+01
1.4640000000e+00,1.6653345369e-16,1.6653345369e-16,1.3416049469e+01
1.4660000000e+00,1.6653345369e-16,1.6653345369e-16,1.3416049469e+01
1.4680000000e+00,1.8562499172e-16,1.8562499172e-16,1.3375971832e+01
1.4700000000e+00,1.8936027533e-16,1.8936027533e-16,1.3368614895e+01
1.4720000000e+00,2.0567067112e-16,2.0567067112e-16,1.3338104092e+01
1.4740000000e+00,1.7948692274e-16,1.7948692274e-16,1.3388388926e+01
1.4760000000e+00,1.8334729820e-16,1.8334729820e-16,1.3380530945e+01
1.4780000000e+00,1.8861913638e-16,1.8861913638e-16,1.3370063018e+01
1.4800000000e+00,1.6399080890e-16,1.6399080890e-16,1.3421730984e+01
1.4820000000e+00,1.6399080890e-16,1.6399080890e-16,1.3421730984e+01
1.4840000000e+00,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
1.4860000000e+00,2.0837698054e-16,2.0837698054e-16,1.3333276766e+01
1.4880000000e+00,2.0837698054e-16,2.0837698054e-16,1.3333276766e+01
1.4900000000e+00,2.3432138586e-16,2.3432138586e-16,1.3289944936e+01
1.4920000000e+00,2.5328042878e-16,2.5328042878e-16,1.3261214423e+01
1.4940000000e+00,2.7552977465e-16,2.7552977465e-16,1.3230122529e+01
1.4960000000e+00,2.8795839688e-16,2.8795839688e-16,1.3213830248e+01
1.4980000000e+00,2.9516447500e-16,2.9516447500e-16,1.3204703117e+01
1.5000000000e+00,2.8404041300e-16,2.8404041300e-16,1.3218889049e+01
1.5020000000e+00,2.9373740230e-16,2.9373740230e-16,1.3206492805e+01
1.5040000000e+00,2.9373740230e-16,2.9373740230e-16,1.3206492805e+01
1.5060000000e+00,3.0816530420e-16,3.0816530420e-16,1.3188786278e+01
1.5080000000e+00,2.8156398898e-16,2.8156398898e-16,1.3222122663e+01
1.5100000000e+00,2.8206101318e-16,2.8206101318e-16,1.3221471394e+01
1.5120000000e+00,2.4768856041e-16,2.4768856041e-16,1.3269458412e+01
1.5140000000e+00,2.2703499442e-16,2.2703499442e-16,1.3301609953e+01
1.5160000000e+00,1.8562499172e-16,1.8562499172e-16,1.3375971832e+01
1.5180000000e+00,1.6053798412e-16,1.6053798412e-16,1.3429588965e+01
1.5200000000e+00,1.6986445260e-16,1.6986445260e-16,1.3408736248e+01
1.5220000000e+00,1.8258175290e-16,1.8258175290e-16,1.3382076014e+01
1.5240000000e+00,1.5611459901e-16,1.5611459901e-16,1.3439906436e+01
1.5260000000e+00,1.6903785669e-16,1.6903785669e-16,1.3410537576e+01
1.5280000000e+00,1.2964611787e-16,1.2964611787e-16,1.3508509957e+01
1.5300000000e+00,1.2964611787e-16,1.2964611787e-16,1.3508509957e+01
1.5320000000e+00,1.4003381208e-16,1.4003381208e-16,1.3480048395e+01
1.5340000000e+00,1.3493995776e-16,1.3493995776e-16,1.3493731297e+01
1.5360000000e+00,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
1.5380000000e+00,2.1303030975e-16,2.1303030975e-16,1.3325121227e+01
1.5400000000e+00,2.1758414401e-16,2.1758414401e-16,1.3317310741e+01
1.5420000000e+00,2.1758414401e-16,2.1758414401e-16,1.3317310741e+01
1.5440000000e+00,2.1564427637e-16,2.1564427637e-16,1.3320617719e+01
1.5460000000e+00,2.2014404553e-16,2.2014404553e-16,1.3312991604e+01
1.5480000000e+00,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
1.5500000000e+00,2.7091592669e-16,2.7091592669e-16,1.3236358440e+01
1.5520000000e+00,2.7091592669e-16,2.7091592669e-16,1.3236358440e+01
1.5540000000e+00,2.7039841729e-16,2.7039841729e-16,1.3237064501e+01
1.5560000000e+00,2.6463902992e-16,2.6463902992e-16,1.3245014776e+01
1.5580000000e+00,2.2014404553e-16,2.2014404553e-16,1.3312991604e+01
1.5600000000e+00,2.2204460493e-16,2.2204460493e-16,1.3309817290e+01
1.5620000000e+00,2.1886783741e-16,2.1886783741e-16,1.3315138543e+01
1.5640000000e+00,2.2204460493e-16,2.2204460493e-16,1.3309817290e+01
1.5660000000e+00,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
1.5680000000e+00,2.3191802606e-16,2.3191802606e-16,1.3293751972e+01
1.5700000000e+00,2.3191802606e-16,2.3191802606e-16,1.3293751972e+01
1.5720000000e+00,1.3801883203e-16,1.3801883203e-16,1.3485400499e+01
1.5740000000e+00,1.9874373528e-16,1.9874373528e-16,1.3350755251e+01
1.5760000000e+00,2.4427200283e-16,2.4427200283e-16,1.3274587483e+01
1.5780000000e+00,2.4825341532e-16,2.4825341532e-16,1.3268617250e+01
1.5800000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
1.5820000000e+00,2.6463902992e-16,2.6463902992e-16,1.3245014776e+01
1.5840000000e+00,2.6463902992e-16,2.6463902992e-16,1.3245014776e+01
1.5860000000e+00,2.6144407542e-16,2.6144407542e-16,1.3249500050e+01
1.5880000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
1.5900000000e+00,2.6883991199e-16,2.6883991199e-16,1.3239199029e+01
1.5920000000e+00,2.7805994505e-16,2.7805994505e-16,1.3226747030e+01
1.5940000000e+00,2.9038029316e-16,2.9038029316e-16,1.3210737467e+01
1.5960000000e+00,2.6357834818e-16,2.6357834818e-16,1.3246497793e+01
1.5980000000e+00,1.9446917680e-16,1.9446917680e-16,1.3358784111e+01
1.6000000000e+00,2.0084690216e-16,2.0084690216e-16,1.3346868061e+01
1.6020000000e+00,1.3389793477e-16,1.3389793477e-16,1.3496593907e+01
1.6040000000e+00,1.4202020650e-16,1.4202020650e-16,1.3474847073e+01
1.6060000000e+00,1.4686870115e-16,1.4686870115e-16,1.3462450829e+01
1.6080000000e+00,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
1.6100000000e+00,1.5878341795e-16,1.5878341795e-16,1.3433647034e+01
1.6120000000e+00,1.7068704556e-16,1.7068704556e-16,1.3406952324e+01
1.6140000000e+00,1.4970244210e-16,1.4970244210e-16,1.3455393868e+01
1.6160000000e+00,1.3493995776e-16,1.3493995776e-16,1.3493731297e+01
1.6180000000e+00,1.6737241847e-16,1.6737241847e-16,1.3414193828e+01
1.6200000000e+00,1.6737241847e-16,1.6737241847e-16,1.3414193828e+01
1.6220000000e+00,1.6737241847e-16,1.6737241847e-16,1.3414193828e+01
1.6240000000e+00,1.7633778488e-16,1.7633778488e-16,1.3394925349e+01
1.6260000000e+00,1.8410966031e-16,1.8410966031e-16,1.3378998698e+01
1.6280000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
1.6300000000e+00,1.9302328926e-16,1.9302328926e-16,1.3361539903e+01
1.6320000000e+00,1.8104095107e-16,1.8104095107e-16,1.3385205490e+01
1.6340000000e+00,1.7232045163e-16,1.7232045163e-16,1.3403435366e+01
1.6360000000e+00,1.8334729820e-16,1.8334729820e-16,1.3380530945e+01
1.6380000000e+00,1.7713031824e-16,1.7713031824e-16,1.3393269422e+01
1.6400000000e+00,1.5521479555e-16,1.5521479555e-16,1.3442040965e+01
1.6420000000e+00,1.6737241847e-16,1.6737241847e-16,1.3414193828e+01
1.6440000000e+00,2.2455366315e-16,2.2455366315e-16,1.3305668021e+01
1.6460000000e+00,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
1.6480000000e+00,2.2392903423e-16,2.2392903423e-16,1.3306696630e+01
1.6500000000e+00,2.2641721098e-16,2.2641721098e-16,1.3302616139e+01
1.6520000000e+00,2.1303030975e-16,2.1303030975e-16,1.3325121227e+01
1.6540000000e+00,2.3252119489e-16,2.3252119489e-16,1.3292792828e+01
1.6560000000e+00,2.3070695759e-16,2.3070695759e-16,1.3295685337e+01
1.6580000000e+00,2.3905562948e-16,2.3905562948e-16,1.3282558564e+01
1.6600000000e+00,2.4937928693e-16,2.4937928693e-16,1.3266946337e+01
1.6620000000e+00,2.9658468116e-16,2.9658468116e-16,1.3202930610e+01
1.6640000000e+00,2.9516447500e-16,2.9516447500e-16,1.3204703117e+01
1.6660000000e+00,2.4994032091e-16,2.4994032091e-16,1.3266116517e+01
1.6680000000e+00,2.4712241438e-16,2.4712241438e-16,1.3270303424e+01
1.6700000000e+00,2.2765110138e-16,2.2765110138e-16,1.3300609220e+01
1.6720000000e+00,2.2204460493e-16,2.2204460493e-16,1.3309817290e+01
1.6740000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
1.6760000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
1.6780000000e+00,2.7906559008e-16,2.7906559008e-16,1.3225413922e+01
1.6800000000e+00,3.2626890836e-16,3.2626890836e-16,1.3167706325e+01
1.6820000000e+00,3.2368285246e-16,3.2368285246e-16,1.3170644870e+01
1.6840000000e+00,2.8404041300e-16,2.8404041300e-16,1.3218889049e+01
1.6860000000e+00,2.8006762415e-16,2.8006762415e-16,1.3224090370e+01
1.6880000000e+00,2.9468955197e-16,2.9468955197e-16,1.3205297754e+01
1.6900000000e+00,2.9611203595e-16,2.9611203595e-16,1.3203519557e+01
1.6920000000e+00,2.9611203595e-16,2.9611203595e-16,1.3203519557e+01
1.6940000000e+00,3.0358607028e-16,3.0358607028e-16,1.3194314676e+01
1.6960000000e+00,3.0725491726e-16,3.0725491726e-16,1.3189878794e+01
1.6980000000e+00,2.8892959153e-16,2.8892959153e-16,1.3212586912e+01
1.7000000000e+00,2.9799811894e-16,2.9799811894e-16,1.3201174958e+01
1.7020000000e+00,2.6622212897e-16,2.6622212897e-16,1.3242812348e+01
1.7040000000e+00,2.5328042878e-16,2.5328042878e-16,1.3261214423e+01
1.7060000000e+00,2.9658468116e-16,2.9658468116e-16,1.3202930610e+01
1.7080000000e+00,3.0358607028e-16,3.0358607028e-16,1.3194314676e+01
1.7100000000e+00,2.8206101318e-16,2.8206101318e-16,1.3221471394e+01
1.7120000000e+00,3.2583932436e-16,3.2583932436e-16,1.3168192846e+01
1.7140000000e+00,3.2583932436e-16,3.2583932436e-16,1.3168192846e+01
1.7160000000e+00,3.3641439760e-16,3.3641439760e-16,1.3156398627e+01
1.7180000000e+00,3.6285475659e-16,3.6285475659e-16,1.3128460109e+01
1.7200000000e+00,3.5307250355e-16,3.5307250355e-16,1.3138551948e+01
1.7220000000e+00,3.4868138014e-16,3.4868138014e-16,1.3143173308e+01
1.7240000000e+00,3.5662502737e-16,3.5662502737e-16,1.3134855023e+01
1.7260000000e+00,3.5307250355e-16,3.5307250355e-16,1.3138551948e+01
1.7280000000e+00,3.2540917325e-16,3.2540917325e-16,1.3168680652e+01
1.7300000000e+00,3.1756683591e-16,3.1756683591e-16,1.3177689009e+01
1.7320000000e+00,2.9752771909e-16,2.9752771909e-16,1.3201758322e+01
1.7340000000e+00,2.3070695759e-16,2.3070695759e-16,1.3295685337e+01
1.7360000000e+00,2.7091592669e-16,2.7091592669e-16,1.3236358440e+01
1.7380000000e+00,2.6622212897e-16,2.6622212897e-16,1.3242812348e+01
1.7400000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
1.7420000000e+00,3.3348718125e-16,3.3348718125e-16,1.3159625782e+01
1.7440000000e+00,3.2840839954e-16,3.2840839954e-16,1.3165292765e+01
1.7460000000e+00,3.2281623015e-16,3.2281623015e-16,1.3171634870e+01
1.7480000000e+00,4.4879533785e-16,4.4879533785e-16,1.3049966612e+01
1.7500000000e+00,4.5376141254e-16,4.5376141254e-16,1.3045902961e+01
1.7520000000e+00,4.5806256474e-16,4.5806256474e-16,1.3042419184e+01
1.7540000000e+00,4.6080639166e-16,4.6080639166e-16,1.3040213833e+01
1.7560000000e+00,4.7576180367e-16,4.7576180367e-16,1.3028419615e+01
1.7580000000e+00,4.8161395237e-16,4.8161395237e-16,1.3023905094e+01
1.7600000000e+00,4.6383605212e-16,4.6383605212e-16,1.3037793947e+01
1.7620000000e+00,4.5745059043e-16,4.5745059043e-16,1.3042912860e+01
1.7640000000e+00,4.3677467328e-16,4.3677467328e-16,1.3059992100e+01
1.7660000000e+00,4.4219273481e-16,4.4219273481e-16,1.3055439600e+01
1.7680000000e+00,4.4155876640e-16,4.4155876640e-16,1.3055969399e+01
1.7700000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
1.7720000000e+00,2.0084690216e-16,2.0084690216e-16,1.3346868061e+01
1.7740000000e+00,1.9803771623e-16,1.9803771623e-16,1.3352069382e+01
1.7760000000e+00,2.1237179099e-16,2.1237179099e-16,1.3326264480e+01
1.7780000000e+00,2.1237179099e-16,2.1237179099e-16,1.3326264480e+01
1.7800000000e+00,1.4003381208e-16,1.4003381208e-16,1.3480048395e+01
1.7820000000e+00,1.4781931755e-16,1.4781931755e-16,1.3460068413e+01
1.7840000000e+00,1.5430974530e-16,1.5430974530e-16,1.3444200460e+01
1.7860000000e+00,2.0498851113e-16,2.0498851113e-16,1.3339330905e+01
1.7880000000e+00,2.2014404553e-16,2.2014404553e-16,1.3312991604e+01
1.7900000000e+00,2.2826554541e-16,2.2826554541e-16,1.3299613883e+01
1.7920000000e+00,2.2826554541e-16,2.2826554541e-16,1.3299613883e+01
1.7940000000e+00,2.2330265808e-16,2.2330265808e-16,1.3307731000e+01
1.7960000000e+00,2.2141289780e-16,2.2141289780e-16,1.3310869342e+01
1.7980000000e+00,2.2014404553e-16,2.2014404553e-16,1.3312991604e+01
1.8000000000e+00,2.3491838398e-16,2.3491838398e-16,1.3289005317e+01
1.8020000000e+00,2.4427200283e-16,2.4427200283e-16,1.3274587483e+01
1.8040000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
1.8060000000e+00,2.5272680969e-16,2.5272680969e-16,1.3262022453e+01
1.8080000000e+00,1.8936027533e-16,1.8936027533e-16,1.3368614895e+01
1.8100000000e+00,1.8787507377e-16,1.8787507377e-16,1.3371522588e+01
1.8120000000e+00,1.8787507377e-16,1.8787507377e-16,1.3371522588e+01
1.8140000000e+00,1.8787507377e-16,1.8787507377e-16,1.3371522588e+01
1.8160000000e+00,2.0292827280e-16,2.0292827280e-16,1.3343061025e+01
1.8180000000e+00,2.2392903423e-16,2.2392903423e-16,1.3306696630e+01
1.8200000000e+00,2.2765110138e-16,2.2765110138e-16,1.3300609220e+01
1.8220000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
1.8240000000e+00,2.0014830212e-16,2.0014830212e-16,1.3348154719e+01
1.8260000000e+00,1.8258175290e-16,1.8258175290e-16,1.3382076014e+01
1.8280000000e+00,1.9446917680e-16,1.9446917680e-16,1.3358784111e+01
1.8300000000e+00,2.1950686895e-16,2.1950686895e-16,1.3314061953e+01
1.8320000000e+00,2.4881698793e-16,2.4881698793e-16,1.3267779904e+01
1.8340000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
1.8360000000e+00,2.2455366315e-16,2.2455366315e-16,1.3305668021e+01
1.8380000000e+00,2.0567067112e-16,2.0567067112e-16,1.3338104092e+01
1.8400000000e+00,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
1.8420000000e+00,1.9944725513e-16,1.9944725513e-16,1.3349450406e+01
1.8440000000e+00,2.0014830212e-16,2.0014830212e-16,1.3348154719e+01
1.8460000000e+00,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
1.8480000000e+00,2.1434127787e-16,2.1434127787e-16,1.3322855742e+01
1.8500000000e+00,1.7633778488e-16,1.7633778488e-16,1.3394925349e+01
1.8520000000e+00,1.6903785669e-16,1.6903785669e-16,1.3410537576e+01
1.8540000000e+00,1.4300305703e-16,1.4300305703e-16,1.3472300348e+01
1.8560000000e+00,1.6399080890e-16,1.6399080890e-16,1.3421730984e+01
1.8580000000e+00,1.5611459901e-16,1.5611459901e-16,1.3439906436e+01
1.8600000000e+00,1.5700924587e-16,1.5700924587e-16,1.3437796303e+01
1.8620000000e+00,1.5248353014e-16,1.5248353014e-16,1.3448596731e+01
1.8640000000e+00,1.5789882379e-16,1.5789882379e-16,1.3435710013e+01
1.8660000000e+00,1.7068704556e-16,1.7068704556e-16,1.3406952324e+01
1.8680000000e+00,1.6484271494e-16,1.6484271494e-16,1.3419817654e+01
1.8700000000e+00,1.4003381208e-16,1.4003381208e-16,1.3480048395e+01
1.8720000000e+00,1.4876385954e-16,1.4876385954e-16,1.3457716347e+01
1.8740000000e+00,1.4876385954e-16,1.4876385954e-16,1.3457716347e+01
1.8760000000e+00,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
1.8780000000e+00,1.5789882379e-16,1.5789882379e-16,1.3435710013e+01
1.8800000000e+00,1.6227358034e-16,1.6227358034e-16,1.3425618174e+01
1.8820000000e+00,1.6820719880e-16,1.6820719880e-16,1.3412356652e+01
1.8840000000e+00,1.6140811507e-16,1.6140811507e-16,1.3427592895e+01
1.8860000000e+00,1.9083391838e-16,1.9083391838e-16,1.3365752284e+01
1.8880000000e+00,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
1.8900000000e+00,2.1758414401e-16,2.1758414401e-16,1.3317310741e+01
1.8920000000e+00,2.2703499442e-16,2.2703499442e-16,1.3301609953e+01
1.8940000000e+00,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
1.8960000000e+00,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
1.8980000000e+00,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
1.9000000000e+00,2.2948949813e-16,2.2948949813e-16,1.3297639161e+01
1.9020000000e+00,2.2392903423e-16,2.2392903423e-16,1.3306696630e+01
1.9040000000e+00,2.1886783741e-16,2.1886783741e-16,1.3315138543e+01
1.9060000000e+00,2.2267451996e-16,2.2267451996e-16,1.3308771198e+01
1.9080000000e+00,1.2636340485e-16,1.2636340485e-16,1.3517980478e+01
1.9100000000e+00,1.6484271494e-16,1.6484271494e-16,1.3419817654e+01
1.9120000000e+00,2.2267451996e-16,2.2267451996e-16,1.3308771198e+01
1.9140000000e+00,2.3191802606e-16,2.3191802606e-16,1.3293751972e+01
1.9160000000e+00,2.2204460493e-16,2.2204460493e-16,1.3309817290e+01
1.9180000000e+00,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
1.9200000000e+00,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
1.9220000000e+00,2.4080697619e-16,2.4080697619e-16,1.3279863119e+01
1.9240000000e+00,2.4768856041e-16,2.4768856041e-16,1.3269458412e+01
1.9260000000e+00,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
1.9280000000e+00,2.4994032091e-16,2.4994032091e-16,1.3266116517e+01
1.9300000000e+00,2.5657705897e-16,2.5657705897e-16,1.3256439122e+01
1.9320000000e+00,2.5272680969e-16,2.5272680969e-16,1.3262022453e+01
1.9340000000e+00,1.5339935538e-16,1.5339935538e-16,1.3446385511e+01
1.9360000000e+00,1.7393851954e-16,1.7393851954e-16,1.3399984150e+01
1.9380000000e+00,1.8026561152e-16,1.8026561152e-16,1.3386790347e+01
1.9400000000e+00,1.7474193499e-16,1.7474193499e-16,1.3398282436e+01
1.9420000000e+00,1.8104095107e-16,1.8104095107e-16,1.3385205490e+01
1.9440000000e+00,2.4655496837e-16,2.4655496837e-16,1.3271152320e+01
1.9460000000e+00,2.5820959119e-16,2.5820959119e-16,1.3254097001e+01
1.9480000000e+00,2.5820959119e-16,2.5820959119e-16,1.3254097001e+01
1.9500000000e+00,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
1.9520000000e+00,2.4080697619e-16,2.4080697619e-16,1.3279863119e+01
1.9540000000e+00,2.3372286282e-16,2.3372286282e-16,1.3290889361e+01
1.9560000000e+00,2.6622212897e-16,2.6622212897e-16,1.3242812348e+01
1.9580000000e+00,2.7039841729e-16,2.7039841729e-16,1.3237064501e+01
1.9600000000e+00,3.1535379964e-16,3.1535379964e-16,1.3180271354e+01
1.9620000000e+00,3.2281623015e-16,3.2281623015e-16,1.3171634870e+01
1.9640000000e+00,3.0679871075e-16,3.0679871075e-16,1.3190427486e+01
1.9660000000e+00,2.8354685848e-16,2.8354685848e-16,1.3219531257e+01
1.9680000000e+00,2.5548290874e-16,2.5548290874e-16,1.3258017206e+01
1.9700000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
1.9720000000e+00,2.7603766406e-16,2.7603766406e-16,1.3229442474e+01
1.9740000000e+00,2.7603766406e-16,2.7603766406e-16,1.3229442474e+01
1.9760000000e+00,2.7194799110e-16,2.7194799110e-16,1.3234954367e+01
1.9780000000e+00,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
1.9800000000e+00,2.4881698793e-16,2.4881698793e-16,1.3267779904e+01
1.9820000000e+00,1.9590439315e-16,1.9590439315e-16,1.3356068846e+01
1.9840000000e+00,2.0971703924e-16,2.0971703924e-16,1.3330909622e+01
1.9860000000e+00,2.1950686895e-16,2.1950686895e-16,1.3314061953e+01
1.9880000000e+00,2.2887833993e-16,2.2887833993e-16,1.3298623882e+01
1.9900000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
1.9920000000e+00,2.5712238809e-16,2.5712238809e-16,1.3255655109e+01
1.9940000000e+00,2.4825341532e-16,2.4825341532e-16,1.3268617250e+01
1.9960000000e+00,2.5548290874e-16,2.5548290874e-16,1.3258017206e+01
1.9980000000e+00,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
2.0000000000e+00,2.6037037858e-16,2.6037037858e-16,1.3251019685e+01
2.0020000000e+00,2.6037037858e-16,2.6037037858e-16,1.3251019685e+01
2.0040000000e+00,2.2765110138e-16,2.2765110138e-16,1.3300609220e+01
2.0060000000e+00,2.2579773729e-16,2.2579773729e-16,1.3303627838e+01
2.0080000000e+00,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
2.0100000000e+00,2.5657705897e-16,2.5657705897e-16,1.3256439122e+01
2.0120000000e+00,2.3788090183e-16,2.3788090183e-16,1.3284377639e+01
2.0140000000e+00,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
2.0160000000e+00,2.2392903423e-16,2.2392903423e-16,1.3306696630e+01
2.0180000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
2.0200000000e+00,2.1758414401e-16,2.1758414401e-16,1.3317310741e+01
2.0220000000e+00,2.0361733513e-16,2.0361733513e-16,1.3341809260e+01
2.0240000000e+00,2.0837698054e-16,2.0837698054e-16,1.3333276766e+01
2.0260000000e+00,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
2.0280000000e+00,2.0635057602e-16,2.0635057602e-16,1.3336885377e+01
2.0300000000e+00,2.1368679916e-16,2.1368679916e-16,1.3323985010e+01
2.0320000000e+00,1.9803771623e-16,1.9803771623e-16,1.3352069382e+01
2.0340000000e+00,1.9009852482e-16,1.9009852482e-16,1.3367178042e+01
2.0360000000e+00,2.1758414401e-16,2.1758414401e-16,1.3317310741e+01
2.0380000000e+00,2.6936041569e-16,2.6936041569e-16,1.3238484774e+01
2.0400000000e+00,2.6936041569e-16,2.6936041569e-16,1.3238484774e+01
2.0420000000e+00,3.3222476468e-16,3.3222476468e-16,1.3161026305e+01
2.0440000000e+00,3.3222476468e-16,3.3222476468e-16,1.3161026305e+01
2.0460000000e+00,3.6401096161e-16,3.6401096161e-16,1.3127285335e+01
2.0480000000e+00,3.6130739450e-16,3.6130739450e-16,1.3130038193e+01
2.0500000000e+00,3.8349838844e-16,3.8349838844e-16,1.3108027407e+01
2.0520000000e+00,3.6554687966e-16,3.6554687966e-16,1.3125730508e+01
